user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
LB081.bin.44.fa	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methyloligellaceae;g__Methyloceanibacter;s__	N/A	N/A	N/A	N/A	N/A	GCA_014380485.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methyloligellaceae;g__Methyloceanibacter;s__Methyloceanibacter sp014380485	82.26	0.67	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methyloligellaceae;g__Methyloceanibacter;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_016649675.1, s__Methyloceanibacter sp016649675, 95.0, 79.87, 0.58; GCA_002383105.1, s__Methyloceanibacter sp002383105, 95.0, 79.76, 0.51; GCA_016869535.1, s__Methyloceanibacter sp016869535, 95.0, 78.9, 0.56; GCF_001723305.1, s__Methyloceanibacter superfactus, 95.0, 78.5, 0.6; GCA_002482645.1, s__Methyloceanibacter sp002482645, 95.0, 78.35, 0.26; GCA_002390155.1, s__Methyloceanibacter sp002390155, 95.0, 77.83, 0.14; GCA_018067145.1, s__Methyloceanibacter sp018067145, 95.0, 77.81, 0.35; GCF_000828475.1, s__Methyloceanibacter caenitepidi, 95.0, 77.64, 0.23; GCF_001723295.1, s__Methyloceanibacter marginalis, 95.0, 77.44, 0.47; GCA_003135455.1, s__Methyloceanibacter sp003135455, 95.0, 77.37, 0.53; GCF_003071365.1, s__Methyloceanibacter sp003071365, 95.0, 77.31, 0.42; GCF_001723355.1, s__Methyloceanibacter stevinii, 95.0, 77.05, 0.33; GCF_001723285.1, s__Methyloceanibacter methanicus, 95.0, 76.78, 0.37	13.4	11	0.9758071094178546	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
LB081.bin.45.fa	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__JACDDX01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__JACDDX01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_013820855.1, s__JACDDX01 sp013820855, 95.0, 81.04, 0.62; GCA_013813675.1, s__JACDDX01 sp013813675, 95.0, 80.77, 0.59; GCA_013813145.1, s__JACDDX01 sp013813145, 95.0, 79.14, 0.51; GCA_013813875.1, s__JACDDX01 sp013813875, 95.0, 78.68, 0.43; GCA_013812695.1, s__JACDDX01 sp013812695, 95.0, 78.37, 0.43; GCA_013816685.1, s__JACDDX01 sp013816685, 95.0, 77.8, 0.39; GCA_013813435.1, s__JACDDX01 sp013813435, 95.0, 77.53, 0.23	63.66	11	0.952955054584316	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
LB081.bin.46.fa	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Gp1-AA117;g__Gp1-AA17;s__	N/A	N/A	N/A	N/A	N/A	GCA_003223515.1	95.0	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Gp1-AA117;g__Gp1-AA17;s__Gp1-AA17 sp003223515	76.82	0.13	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Gp1-AA117;g__Gp1-AA17;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_003140235.1, s__Gp1-AA17 sp003140235, 95.0, 76.59, 0.09	93.01	11	0.8883401791146425	N/A
LB081.bin.47.fa	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__AC-56;s__	N/A	N/A	N/A	N/A	N/A	GCA_005884985.1	95.0	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__AC-56;s__AC-56 sp005884985	80.69	0.57	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__AC-56;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	83.24	11	0.9100743778570264	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
LB081.bin.48.fa	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (2.6%)
LB081.bin.49.fa	d__Bacteria;p__Actinobacteriota;c__UBA4738;o__UBA4738;f__HRBIN12;g__AC-51;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__UBA4738;o__UBA4738;f__HRBIN12;g__AC-51;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	37.25	11	0.8888117257664859	N/A
LB081.bin.5.fa	d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__CSP1-4;g__C-114;s__	N/A	N/A	N/A	N/A	N/A	GCA_015478725.1	95.0	d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__CSP1-4;g__C-114;s__C-114 sp015478725	78.38	0.42	d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__CSP1-4;g__C-114;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_005881055.1, s__C-114 sp005881055, 95.0, 79.18, 0.6	18.69	11	0.894217599769143	Genome has more than 70.0% of markers with multiple hits;Genome not assigned to closest species as it falls outside its pre-defined ANI radius
LB081.bin.50.fa	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira_C;s__	N/A	N/A	N/A	N/A	N/A	GCA_002420105.1	95.0	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira_C;s__Nitrospira_C sp002420105	77.36	0.23	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira_C;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_014055525.1, s__Nitrospira_C sp014055525, 95.0, 77.31, 0.16; GCF_900169565.1, s__Nitrospira_C japonica, 95.0, 76.9, 0.15; GCF_011405515.1, s__Nitrospira_C sp011405515, 95.0, 76.7, 0.1	59.11	11	0.936428767632	Genome has more than 29.2% of markers with multiple hits
LB081.bin.51.fa	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__AG2;s__	N/A	N/A	N/A	N/A	N/A	GCA_003222065.1	95.0	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__AG2;s__AG2 sp003222065	77.25	0.15	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__AG2;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	35.96	11	0.8641970482746095	Genome has more than 11.7% of markers with multiple hits
LB081.bin.52.fa	d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__QHBO01;f__QHBO01;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__QHBO01;f__QHBO01;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	45.04	11	0.8141606079760609	Genome has more than 15.0% of markers with multiple hits
LB081.bin.53.fa	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__JACDDX01;s__	N/A	N/A	N/A	N/A	N/A	GCA_013813435.1	95.0	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__JACDDX01;s__JACDDX01 sp013813435	76.94	0.23	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__JACDDX01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_013820855.1, s__JACDDX01 sp013820855, 95.0, 77.67, 0.23; GCA_013813675.1, s__JACDDX01 sp013813675, 95.0, 77.52, 0.23; GCA_013813875.1, s__JACDDX01 sp013813875, 95.0, 77.2, 0.23; GCA_013812695.1, s__JACDDX01 sp013812695, 95.0, 77.16, 0.21; GCA_013813145.1, s__JACDDX01 sp013813145, 95.0, 76.98, 0.24; GCA_013816685.1, s__JACDDX01 sp013816685, 95.0, 76.88, 0.22	34.23	11	0.9493901531425	Genome has more than 38.3% of markers with multiple hits
LB081.bin.54.fa	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__JACDDX01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__JACDDX01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_013820855.1, s__JACDDX01 sp013820855, 95.0, 81.38, 0.78; GCA_013813675.1, s__JACDDX01 sp013813675, 95.0, 81.29, 0.78; GCA_013813145.1, s__JACDDX01 sp013813145, 95.0, 78.89, 0.64; GCA_013813875.1, s__JACDDX01 sp013813875, 95.0, 78.6, 0.57; GCA_013812695.1, s__JACDDX01 sp013812695, 95.0, 78.26, 0.54; GCA_013816685.1, s__JACDDX01 sp013816685, 95.0, 77.97, 0.49; GCA_013813435.1, s__JACDDX01 sp013813435, 95.0, 77.51, 0.38	12.61	11	0.9518875078635842	Genome not assigned to closest species as it falls outside its pre-defined ANI radius;Genome has more than 75.0% of markers with multiple hits;Genome domain questionable ( 13.3% Bacterial, 5.7% Archaeal)
LB081.bin.55.fa	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5066;f__Gp7-AA6;g__Gp7-AA6;s__	N/A	N/A	N/A	N/A	N/A	GCA_003222385.1	95.0	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5066;f__Gp7-AA6;g__Gp7-AA6;s__Gp7-AA6 sp003222385	77.28	0.27	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5066;f__Gp7-AA6;g__Gp7-AA6;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	39.48	11	0.8582079347398266	N/A
LB081.bin.56.fa	d__Bacteria;p__Actinobacteriota;c__UBA4738;o__UBA4738;f__HRBIN12;g__AC-51;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__UBA4738;o__UBA4738;f__HRBIN12;g__AC-51;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	88.86	11	0.8883952909272369	N/A
LB081.bin.57.fa	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__3-1-20CM-4-69-9;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__3-1-20CM-4-69-9;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_001920085.1, s__3-1-20CM-4-69-9 sp001920085, 95.0, 81.94, 0.49; GCA_005888435.1, s__3-1-20CM-4-69-9 sp005888435, 95.0, 81.93, 0.64; GCA_005885085.1, s__3-1-20CM-4-69-9 sp005885085, 95.0, 81.04, 0.58; GCA_013816245.1, s__3-1-20CM-4-69-9 sp013816245, 95.0, 79.92, 0.57; GCA_005883355.1, s__3-1-20CM-4-69-9 sp005883355, 95.0, 79.56, 0.58; GCA_005885245.1, s__3-1-20CM-4-69-9 sp005885245, 95.0, 79.37, 0.59	58.04	11	0.9574813967585631	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
LB081.bin.58.fa	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__PSRF01;s__	N/A	N/A	N/A	N/A	N/A	GCA_003175865.1	95.0	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__PSRF01;s__PSRF01 sp003175865	75.84	0.03	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__PSRF01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_014380365.1, s__PSRF01 sp014380365, 95.0, 76.43, 0.06; GCA_013812905.1, s__PSRF01 sp013812905, 95.0, 76.38, 0.03; GCA_013697915.1, s__PSRF01 sp013697915, 95.0, 76.35, 0.05; GCA_013817595.1, s__PSRF01 sp013817595, 95.0, 76.26, 0.04; GCA_002427845.1, s__PSRF01 sp002427845, 95.0, 76.25, 0.06; GCA_003488005.1, s__PSRF01 sp003488005, 95.0, 76.23, 0.07; GCA_013811945.1, s__PSRF01 sp013811945, 95.0, 75.9, 0.04	33.04	11	0.9390152441267275	N/A
LB081.bin.59.fa	d__Bacteria;p__Actinobacteriota;c__UBA4738;o__UBA4738;f__HRBIN12;g__DSRY01;s__	N/A	N/A	N/A	N/A	N/A	GCA_011331385.1	95.0	d__Bacteria;p__Actinobacteriota;c__UBA4738;o__UBA4738;f__HRBIN12;g__DSRY01;s__DSRY01 sp011331385	78.35	0.28	d__Bacteria;p__Actinobacteriota;c__UBA4738;o__UBA4738;f__HRBIN12;g__DSRY01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	28.91	11	0.9043272438958181	Genome has more than 25.8% of markers with multiple hits
LB081.bin.6.fa	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micropepsales;f__Micropepsaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micropepsales;f__Micropepsaceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	28.14	11	0.8635195972706596	N/A
LB081.bin.60.fa	d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__P2-11E;f__P2-11E;g__3-1-20CM-2-70-9;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__P2-11E;f__P2-11E;g__3-1-20CM-2-70-9;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_005881085.1, s__3-1-20CM-2-70-9 sp005881085, 95.0, 80.66, 0.59; GCA_005880575.1, s__3-1-20CM-2-70-9 sp005880575, 95.0, 80.51, 0.57; GCA_005882765.1, s__3-1-20CM-2-70-9 sp005882765, 95.0, 80.45, 0.57; GCA_005883775.1, s__3-1-20CM-2-70-9 sp005883775, 95.0, 80.34, 0.58; GCA_005889295.1, s__3-1-20CM-2-70-9 sp005889295, 95.0, 80.27, 0.56; GCA_005889275.1, s__3-1-20CM-2-70-9 sp005889275, 95.0, 80.03, 0.54; GCA_005881885.1, s__3-1-20CM-2-70-9 sp005881885, 95.0, 79.79, 0.55; GCA_005889445.1, s__3-1-20CM-2-70-9 sp005889445, 95.0, 79.75, 0.54; GCA_001917735.1, s__3-1-20CM-2-70-9 sp001917735, 95.0, 79.58, 0.51; GCA_005879975.1, s__3-1-20CM-2-70-9 sp005879975, 95.0, 79.44, 0.52; GCA_005889075.1, s__3-1-20CM-2-70-9 sp005889075, 95.0, 79.35, 0.53; GCA_005883625.1, s__3-1-20CM-2-70-9 sp001919195, 95.0, 79.33, 0.53	71.21	11	0.9540453606004902	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
LB081.bin.61.fa	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
LB081.bin.7.fa	d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__AR31;s__	N/A	N/A	N/A	N/A	N/A	GCA_003221615.1	95.0	d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__AR31;s__AR31 sp003221615	86.36	0.7	d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__AR31;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_003220495.1, s__AR31 sp003220495, 95.0, 85.01, 0.76; GCA_003220685.1, s__AR31 sp003220685, 95.0, 84.95, 0.71; GCA_003221595.1, s__AR31 sp003221595, 95.0, 82.39, 0.78; GCA_003220535.1, s__AR31 sp003220535, 95.0, 82.25, 0.6; GCA_003221635.1, s__AR31 sp003221635, 95.0, 81.9, 0.67; GCA_003221515.1, s__AR31 sp003221515, 95.0, 81.75, 0.7; GCA_003220435.1, s__AR31 sp003220435, 95.0, 81.71, 0.64; GCA_003221655.1, s__AR31 sp003221655, 95.0, 81.4, 0.68	63.92	11	0.9821912601770535	Genome not assigned to closest species as it falls outside its pre-defined ANI radius;Genome has more than 27.5% of markers with multiple hits
LB081.bin.8.fa	d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__CSP1-4;g__UBA5189;s__	N/A	N/A	N/A	N/A	N/A	GCA_005889475.1	95.0	d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__CSP1-4;g__UBA5189;s__UBA5189 sp005889475	80.81	0.56	d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__CSP1-4;g__UBA5189;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_002413045.1, s__UBA5189 sp002413045, 95.0, 80.37, 0.5; GCA_016191395.1, s__UBA5189 sp016191395, 95.0, 80.13, 0.47; GCA_003250155.1, s__UBA5189 sp003250155, 95.0, 79.83, 0.35; GCA_016200665.1, s__UBA5189 sp016200665, 95.0, 79.38, 0.35; GCA_012026785.1, s__UBA5189 sp012026785, 95.0, 79.33, 0.48; GCA_001795245.1, s__UBA5189 sp001795245, 95.0, 78.76, 0.35; GCA_004297395.1, s__UBA5189 sp004297395, 95.0, 78.71, 0.37; GCA_016191345.1, s__UBA5189 sp016191345, 95.0, 78.58, 0.35; GCA_016200675.1, s__UBA5189 sp016200675, 95.0, 78.47, 0.31; GCA_004298915.1, s__UBA5189 sp004298915, 95.0, 78.31, 0.26; GCA_013822395.1, s__UBA5189 sp013822395, 95.0, 78.07, 0.28; GCA_015661135.1, s__UBA5189 sp015661135, 95.0, 77.86, 0.27; GCA_016191425.1, s__UBA5189 sp016191425, 95.0, 77.75, 0.21	55.32	11	0.955508371657043	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
LB081.bin.9.fa	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	29.49	11	0.7718310177257525	Genome has more than 42.5% of markers with multiple hits
