user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
D023.bin.40.fa	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	35.35	11	0.9208997855519585	Genome has more than 25.0% of markers with multiple hits
D023.bin.41.fa	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__UBA9968;f__UBA9968;g__DP-20;s__	N/A	N/A	N/A	N/A	N/A	GCA_005879435.1	95.0	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__UBA9968;f__UBA9968;g__DP-20;s__DP-20 sp005879435	77.64	0.16	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__UBA9968;f__UBA9968;g__DP-20;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_005879255.1, s__DP-20 sp005879255, 95.0, 76.54, 0.22; GCA_016874755.1, s__DP-20 sp016874755, 95.0, 76.52, 0.15; GCA_009692615.1, s__DP-20 sp009692615, 95.0, 76.45, 0.18; GCA_011329495.1, s__DP-20 sp011329495, 95.0, 76.36, 0.19; GCA_016844625.1, s__DP-20 sp016844625, 95.0, 76.29, 0.14	29.86	11	0.9083367069481404	N/A
D023.bin.42.fa	d__Bacteria;p__Eisenbacteria;c__RBG-16-71-46;o__SZUA-252;f__SZUA-252;g__WS-9;s__	N/A	N/A	N/A	N/A	N/A	GCA_005893305.1	95.0	d__Bacteria;p__Eisenbacteria;c__RBG-16-71-46;o__SZUA-252;f__SZUA-252;g__WS-9;s__WS-9 sp005893305	79.38	0.53	d__Bacteria;p__Eisenbacteria;c__RBG-16-71-46;o__SZUA-252;f__SZUA-252;g__WS-9;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_016880395.1, s__WS-9 sp016880395, 95.0, 78.14, 0.35	34.47	11	0.9102523639985232	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
D023.bin.43.fa	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__JACDDX01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__JACDDX01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_013813675.1, s__JACDDX01 sp013813675, 95.0, 80.88, 0.65; GCA_013820855.1, s__JACDDX01 sp013820855, 95.0, 80.86, 0.63; GCA_013813145.1, s__JACDDX01 sp013813145, 95.0, 78.64, 0.48; GCA_013812695.1, s__JACDDX01 sp013812695, 95.0, 78.2, 0.37; GCA_013813875.1, s__JACDDX01 sp013813875, 95.0, 78.15, 0.44; GCA_013816685.1, s__JACDDX01 sp013816685, 95.0, 77.98, 0.35; GCA_013813435.1, s__JACDDX01 sp013813435, 95.0, 77.43, 0.25	82.8	11	0.9556158460510115	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
D023.bin.44.fa	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__AWTP1-13;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__AWTP1-13;s__	ANI	classification based on placement in class-level tree	GCA_011046675.1, s__AWTP1-13 sp011046675, 95.0, 78.83, 0.31; GCA_008933705.1, s__AWTP1-13 sp008933705, 95.0, 78.25, 0.25; GCA_902826255.1, s__AWTP1-13 sp902826255, 95.0, 77.69, 0.22; GCA_017353825.1, s__AWTP1-13 sp017353825, 95.0, 77.4, 0.17; GCA_003963125.1, s__AWTP1-13 sp003963125, 95.0, 77.39, 0.22	24.94	11	0.9446240003981937	Genome has more than 41.7% of markers with multiple hits
D023.bin.45.fa	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (3.3%)
D023.bin.46.fa	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_002420005.1	95.0	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__UBA5704;s__UBA5704 sp002420005	78.35	0.33	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	74.72	11	0.8390641828879113	N/A
D023.bin.47.fa	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	84.33	11	0.8388716577438571	N/A
D023.bin.48.fa	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Pseudonocardiaceae;g__GCA-003244245;s__	N/A	N/A	N/A	N/A	N/A	GCA_019241525.1	95.0	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Pseudonocardiaceae;g__GCA-003244245;s__GCA-003244245 sp019241525	79.77	0.39	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Pseudonocardiaceae;g__GCA-003244245;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_019243635.1, s__GCA-003244245 sp019243635, 95.0, 80.6, 0.42; GCA_019240665.1, s__GCA-003244245 sp019240665, 95.0, 80.14, 0.49; GCA_019244165.1, s__GCA-003244245 sp019244165, 95.0, 79.74, 0.38; GCA_003244055.1, s__GCA-003244245 sp003244055, 95.0, 79.74, 0.38; GCA_003244245.1, s__GCA-003244245 sp003244245, 95.0, 79.64, 0.37; GCA_019247305.1, s__GCA-003244245 sp019247305, 95.0, 79.43, 0.32	77.8	11	0.9642492032929345	N/A
D023.bin.49.fa	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
D023.bin.5.fa	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__Palsa-187;s__	N/A	N/A	N/A	N/A	N/A	GCA_019261985.1	95.0	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__Palsa-187;s__Palsa-187 sp019261985	76.2	0.12	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__Palsa-187;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_902826605.1, s__Palsa-187 sp902826605, 95.0, 76.47, 0.05; GCA_009697505.1, s__Palsa-187 sp009697505, 95.0, 76.36, 0.05; GCA_003170295.1, s__Palsa-187 sp003170295, 95.0, 75.68, 0.06; GCA_903892565.1, s__Palsa-187 sp903892565, 95.0, 75.52, 0.06	15.41	11	0.8962896627053177	N/A
D023.bin.50.fa	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__Gp6-AA45;s__	N/A	N/A	N/A	N/A	N/A	GCA_003222395.1	95.0	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__Gp6-AA45;s__Gp6-AA45 sp003222395	78.32	0.42	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__Gp6-AA45;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_003223775.1, s__Gp6-AA45 sp003223775, 95.0, 78.52, 0.4; GCA_001917905.1, s__Gp6-AA45 sp001917905, 95.0, 78.37, 0.34; GCA_016195265.1, s__Gp6-AA45 sp016195265, 95.0, 78.22, 0.36; GCA_003222535.1, s__Gp6-AA45 sp003222535, 95.0, 77.91, 0.35; GCA_016195295.1, s__Gp6-AA45 sp016195295, 95.0, 77.86, 0.32	70.29	11	0.9310058434009009	N/A
D023.bin.51.fa	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__IMCC26256;f__IMCC26256;g__Chersky-806;s__	N/A	N/A	N/A	N/A	N/A	GCA_017882945.1	95.0	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__IMCC26256;f__IMCC26256;g__Chersky-806;s__Chersky-806 sp017882945	79.36	0.51	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__IMCC26256;f__IMCC26256;g__Chersky-806;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	15.95	11	0.8582770855999406	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
D023.bin.52.fa	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_002420005.1	95.0	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__UBA5704;s__UBA5704 sp002420005	76.91	0.45	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	13.48	11	0.8169329248516989	N/A
D023.bin.53.fa	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (0.4%)
D023.bin.54.fa	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (0.8%)
D023.bin.55.fa	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__2-12-FULL-66-21;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__2-12-FULL-66-21;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	85.68	11	0.890444999168072	N/A
D023.bin.56.fa	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (5.6%)
D023.bin.57.fa	d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	50.62	11	0.8659625723796424	Genome has more than 24.2% of markers with multiple hits
D023.bin.58.fa	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__SbA1;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__SbA1;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	34.0	11	0.8692376435222672	N/A
D023.bin.6.fa	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (6.5%)
D023.bin.7.fa	d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	43.23	11	0.8565483766525662	Genome has more than 30.0% of markers with multiple hits
D023.bin.8.fa	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__DSTF01;f__JACRBR01;g__JACRBR01;s__	N/A	N/A	N/A	N/A	N/A	GCA_016213125.1	95.0	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__DSTF01;f__JACRBR01;g__JACRBR01;s__JACRBR01 sp016213125	77.87	0.25	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__DSTF01;f__JACRBR01;g__JACRBR01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	14.75	11	0.8880814570668215	N/A
D023.bin.9.fa	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__SbA1;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__SbA1;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	91.82	11	0.8997142818817447	N/A
